episode,reward,score,steps,epsilon,loss
2621,-8.7233,0,41,0.2848,0.004404
2622,-8.5342,0,42,0.2842,0.004233
2623,-8.845,0,37,0.2836,0.003257
2624,-8.7558,0,47,0.283,0.003143
2625,-9.7,0,41,0.2824,0.003006
2626,-9.1467,0,47,0.2817,0.003199
2627,-8.6058,0,44,0.2811,0.006234
2628,-8.6092,0,46,0.2805,0.002162
2629,-9.1742,0,39,0.2799,0.004172
2630,-8.4742,0,45,0.2793,0.003577
2631,-8.7067,0,47,0.2786,0.002389
2632,-9.69,0,47,0.278,0.003641
2633,-9.0692,0,47,0.2773,0.004708
2634,-8.1567,0,47,0.2767,0.003425
2635,-8.7267,0,47,0.276,0.003732
2636,-7.9333,0,49,0.2753,0.003971
2637,-9.73,0,47,0.2747,0.004033
2638,-8.63,0,45,0.2741,0.003872
2639,-8.5775,0,47,0.2734,0.003859
2640,-9.5967,0,47,0.2728,0.004372
2641,-8.6425,0,43,0.2722,0.004025
2642,-8.2633,0,47,0.2716,0.004515
2643,-9.1017,0,47,0.2709,0.002403
2644,-8.5717,0,47,0.2703,0.004801
2645,-9.65,0,47,0.2697,0.003682
2646,-8.9183,0,37,0.2692,0.004557
2647,-6.5667,0,49,0.2685,0.004264
2648,-9.7,0,47,0.2679,0.004338
2649,-9.7,0,47,0.2672,0.002725
2650,-9.73,0,47,0.2666,0.008949
2651,-9.67,0,46,0.266,0.003293
2652,-6.8258,0,54,0.2653,0.004834
2653,-8.715,0,39,0.2648,0.003407
2654,-9.66,0,47,0.2642,0.004272
2655,-8.6967,0,55,0.2634,0.004998
2656,-7.8258,0,47,0.2628,0.002763
2657,-9.6,0,47,0.2622,0.002324
2658,-9.64,0,47,0.2616,0.002528
2659,-8.2967,0,47,0.261,0.003098
2660,-9.74,0,47,0.2603,0.00342
2661,-7.9967,0,47,0.2597,0.004363
2662,-9.5467,0,47,0.2591,0.006403
2663,-8.8083,0,47,0.2585,0.004201
2664,-8.4283,0,47,0.2579,0.004734
2665,-8.8358,0,47,0.2573,0.003766
2666,-8.2567,0,47,0.2567,0.003783
2667,-8.7767,0,47,0.2561,0.004705
2668,-8.3825,0,43,0.2556,0.005638
2669,-9.6167,0,47,0.255,0.005286
2670,-8.9117,0,47,0.2544,0.003546
2671,-7.6817,0,47,0.2538,0.00683
2672,-8.5583,0,47,0.2532,0.004392
2673,-8.595,0,42,0.2526,0.005338
2674,-8.3942,0,47,0.252,0.003303
2675,-8.1133,0,47,0.2514,0.003801
2676,-7.5217,0,48,0.2508,0.004904
2677,-9.65,0,44,0.2503,0.005175
2678,-9.3517,0,47,0.2497,0.00518
2679,-8.7292,0,47,0.2491,0.00268
2680,-9.68,0,44,0.2486,0.005542
2681,-8.4517,0,45,0.248,0.003266
2682,-9.68,0,47,0.2474,0.003933
2683,-9.67,0,47,0.2468,0.004854
2684,-7.8142,0,47,0.2463,0.004936
2685,-8.3517,0,47,0.2457,0.004743
2686,-9.3733,0,47,0.2451,0.004368
2687,-9.73,0,47,0.2445,0.004577
2688,-8.4683,0,47,0.244,0.005186
2689,-7.9958,0,47,0.2434,0.005346
2690,-9.62,0,47,0.2428,0.005103
2691,-8.8342,0,47,0.2422,0.003014
2692,-8.3867,0,46,0.2417,0.003349
2693,-7.5467,0,47,0.2411,0.00492
2694,-7.9017,0,47,0.2406,0.003178
2695,-9.67,0,47,0.24,0.005088
2696,-9.32,0,47,0.2394,0.005299
2697,-8.8358,0,40,0.239,0.005335
2698,-9.3692,0,45,0.2384,0.003491
2699,-8.4942,0,46,0.2379,0.005098
2700,-9.69,0,47,0.2373,0.002872
2701,-9.73,0,47,0.2368,0.00535
2702,-9.6242,0,47,0.2362,0.003714
2703,-8.8333,0,44,0.2357,0.006157
2704,-8.5433,0,47,0.2351,0.003887
2705,-8.6292,0,47,0.2346,0.004164
2706,-8.1417,0,47,0.234,0.004988
2707,-8.2683,0,47,0.2335,0.006566
2708,-9.65,0,46,0.2329,0.003579
2709,-8.7417,0,39,0.2325,0.003799
2710,-9.66,0,43,0.232,0.00467
2711,-8.5975,0,47,0.2314,0.003385
2712,-9.64,0,47,0.2309,0.003958
2713,-8.4175,0,47,0.2304,0.002576
2714,-6.6958,0,47,0.2298,0.006358
2715,-8.82,0,47,0.2293,0.003016
2716,-8.4958,0,47,0.2287,0.002652
2717,-8.3017,0,47,0.2282,0.002852
2718,-9.7,0,47,0.2277,0.005
2719,-8.3342,0,47,0.2271,0.003602
2720,-9.7,0,47,0.2266,0.002394
2721,-9.66,0,47,0.2261,0.002454
2722,-8.6383,0,47,0.2255,0.004404
2723,-8.3983,0,45,0.225,0.003647
2724,-8.61,0,47,0.2245,0.004632
2725,-8.7083,0,47,0.224,0.004975
2726,-8.6408,0,47,0.2234,0.002766
2727,-9.1233,0,42,0.223,0.00393
2728,-8.8633,0,47,0.2225,0.005058
2729,-9.63,0,47,0.2219,0.003606
2730,-8.34,0,47,0.2214,0.002901
2731,-7.1525,0,58,0.2208,0.004406
2732,-9.68,0,47,0.2203,0.005727
2733,-7.7117,0,47,0.2197,0.003347
2734,-8.675,0,47,0.2192,0.00274
2735,-7.945,0,47,0.2187,0.002469
2736,-8.55,0,46,0.2182,0.004277
2737,-8.5542,0,47,0.2177,0.002894
2738,-8.8708,0,41,0.2172,0.003557
2739,-8.8792,0,39,0.2168,0.00452
2740,-9.7,0,47,0.2163,0.002695
2741,-9.1208,0,47,0.2158,0.005431
2742,-8.4392,0,45,0.2153,0.002789
2743,-8.5425,0,42,0.2149,0.002164
2744,-9.65,0,47,0.2144,0.005159
2745,-8.0042,0,47,0.2139,0.003579
2746,-8.655,0,47,0.2134,0.002305
2747,-7.9758,0,47,0.2129,0.003773
2748,-9.72,0,47,0.2124,0.00336
2749,-9.3333,0,47,0.2119,0.003324
2750,-7.0783,0,50,0.2113,0.007525
2751,-9.66,0,45,0.2109,0.005104
2752,-9.65,0,46,0.2104,0.004525
2753,-9.64,0,47,0.2099,0.003266
2754,-8.6417,0,46,0.2094,0.00323
2755,-5.4367,0,63,0.2087,0.00379
2756,-9.69,0,47,0.2082,0.004466
2757,-9.7,0,47,0.2078,0.004259
2758,-9.2883,0,47,0.2073,0.003775
2759,-8.5983,0,45,0.2068,0.005979
2760,-9.67,0,44,0.2063,0.005579
2761,-1.2025,1,150,0.2048,0.004419
2762,-9.64,0,47,0.2043,0.003352
2763,-8.2467,0,47,0.2038,0.004217
2764,-8.2533,0,47,0.2034,0.002145
2765,-9.6233,0,47,0.2029,0.004507
2766,-8.3342,0,47,0.2024,0.00606
2767,-6.91,0,48,0.2019,0.003382
2768,-8.36,0,47,0.2015,0.003755
2769,-8.0292,0,47,0.201,0.006325
2770,-9.74,0,47,0.2005,0.004066
2771,-9.68,0,43,0.2001,0.002615
2772,-9.62,0,47,0.1996,0.005207
2773,-6.2092,0,55,0.1991,0.003598
2774,-7.8142,0,47,0.1986,0.002871
2775,-8.5608,0,43,0.1982,0.003323
2776,-8.7192,0,40,0.1978,0.004194
2777,-8.0975,0,47,0.1973,0.002996
2778,-8.865,0,44,0.1969,0.005617
2779,-9.58,0,47,0.1964,0.004975
2780,-8.7475,0,47,0.196,0.005548
2781,-8.2883,0,47,0.1955,0.003338
2782,-7.5475,0,47,0.195,0.004569
2783,-4.4267,1,118,0.1939,0.00432
2784,-7.9725,0,47,0.1934,0.007124
2785,-9.67,0,47,0.193,0.005231
2786,-8.205,0,51,0.1925,0.004001
2787,-8.5583,0,47,0.192,0.005262
2788,-8.8158,0,38,0.1917,0.004661
2789,-8.6925,0,47,0.1912,0.004004
2790,-8.4575,0,49,0.1908,0.002648
2791,-7.45,0,49,0.1903,0.002767
2792,-7.8175,0,47,0.1898,0.005339
2793,-4.2583,1,159,0.1883,0.004192
2794,-7.8583,0,47,0.1879,0.004266
2795,-9.4175,0,47,0.1875,0.003511
2796,-8.1467,0,47,0.187,0.005147
2797,-9.5342,0,47,0.1866,0.003331
2798,-9.64,0,47,0.1861,0.003362
2799,-9.59,0,47,0.1857,0.003329
2800,-8.84,0,44,0.1853,0.005398
2801,-7.9183,0,47,0.1849,0.003209
2802,-9.4775,0,47,0.1844,0.00767
2803,-8.62,0,41,0.184,0.004491
2804,-8.2383,0,47,0.1836,0.007876
2805,-7.475,0,56,0.1831,0.005809
2806,-9.6475,0,43,0.1827,0.00682
2807,-8.3167,0,47,0.1823,0.008031
2808,-8.1133,0,47,0.1818,0.003858
2809,-8.7867,0,47,0.1814,0.002887
2810,-7.06,0,57,0.1809,0.004582
2811,-9.61,0,47,0.1805,0.003922
2812,-9.63,0,47,0.1801,0.003591
2813,-6.5117,0,52,0.1796,0.003145
2814,-6.685,0,57,0.1791,0.003317
2815,-9.63,0,47,0.1787,0.005028
2816,-8.9717,0,47,0.1782,0.004127
2817,-8.7983,0,47,0.1778,0.003618
2818,-3.5325,1,189,0.1761,0.004682
2819,-9.12,0,47,0.1757,0.004015
2820,-8.3517,0,47,0.1753,0.006586
2821,-9.65,0,47,0.1749,0.004606
2822,-7.3042,0,47,0.1745,0.00316
2823,-8.58,0,47,0.1741,0.005288
2824,-8.1142,0,47,0.1737,0.004985
2825,-9.3475,0,47,0.1733,0.006135
2826,-9.67,0,45,0.1729,0.005406
2827,-9.63,0,47,0.1725,0.006471
2828,-9.2167,0,47,0.1721,0.005649
2829,-8.7217,0,51,0.1716,0.005545
2830,-9.245,0,47,0.1712,0.004706
2831,-7.3667,0,47,0.1708,0.004056
2832,-8.0308,0,47,0.1704,0.009312
2833,-7.8367,0,47,0.17,0.004753
2834,-8.4967,0,47,0.1696,0.004984
2835,-8.5808,0,47,0.1692,0.003462
2836,-7.7817,0,47,0.1688,0.004462
2837,-7.315,0,47,0.1684,0.004821
2838,-8.6108,0,40,0.1681,0.006844
2839,-8.4092,0,47,0.1677,0.003707
2840,-7.3917,0,47,0.1673,0.006846
2841,-8.2375,0,47,0.1669,0.002464
2842,-9.63,0,47,0.1665,0.004999
2843,-9.7,0,47,0.1661,0.003835
2844,-7.27,0,60,0.1656,0.003165
2845,-9.5942,0,47,0.1653,0.005952
2846,-8.4058,0,45,0.1649,0.003894
2847,-8.2375,0,47,0.1645,0.003632
2848,-7.0075,0,50,0.1641,0.00332
2849,-8.1692,0,47,0.1637,0.0037
2850,-9.68,0,47,0.1633,0.005752
2851,-7.5392,0,47,0.1629,0.00406
2852,-9.69,0,47,0.1625,0.005937
2853,-3.855,1,99,0.1617,0.005136
2854,-9.62,0,47,0.1614,0.003118
2855,-4.6042,1,69,0.1608,0.005
2856,-7.9358,0,47,0.1604,0.005387
2857,-9.67,0,47,0.1601,0.004774
2858,-9.5758,0,47,0.1597,0.006083
2859,-7.7567,0,47,0.1593,0.004445
2860,-9.3208,0,47,0.1589,0.003935
2861,-9.59,0,47,0.1586,0.006515
2862,-9.62,0,47,0.1582,0.007214
2863,-9.6225,0,47,0.1578,0.004297
2864,-9.59,0,47,0.1574,0.004609
2865,-9.6,0,47,0.1571,0.004513
2866,-8.2875,0,47,0.1567,0.006949
2867,-8.1233,0,47,0.1563,0.005144
2868,-4.7558,1,69,0.1558,0.004211
2869,-7.7117,0,47,0.1554,0.003988
2870,-9.66,0,47,0.1551,0.005211
2871,-9.4467,0,43,0.1547,0.004586
2872,-7.2942,0,53,0.1543,0.005872
2873,-9.3858,0,47,0.154,0.00473
2874,-8.7133,0,42,0.1536,0.003824
2875,-6.3725,0,54,0.1532,0.007297
2876,-7.2825,0,56,0.1528,0.007951
2877,-8.3967,0,47,0.1524,0.004335
2878,-8.485,0,47,0.1521,0.00562
2879,-8.1358,0,47,0.1517,0.006156
2880,-8.6725,0,47,0.1514,0.005277
2881,-8.2475,0,47,0.151,0.005543
2882,-9.0192,0,47,0.1507,0.006077
2883,-7.88,0,47,0.1503,0.007985
2884,-7.1408,0,47,0.15,0.006443
2885,-9.66,0,47,0.1496,0.006725
2886,-9.6533,0,47,0.1492,0.007084
2887,-8.5942,0,47,0.1489,0.003141
2888,-9.69,0,47,0.1485,0.00477
2889,-7.4775,0,47,0.1482,0.007207
2890,-8.5367,0,47,0.1479,0.004028
2891,-7.3892,0,47,0.1475,0.005904
2892,-8.2483,0,47,0.1472,0.006524
2893,-8.5125,0,47,0.1468,0.007631
2894,-9.67,0,42,0.1465,0.007435
2895,-9.2108,0,45,0.1462,0.003862
2896,-5.1267,1,117,0.1453,0.006675
2897,-7.72,0,47,0.145,0.005515
2898,-8.8183,0,47,0.1446,0.005668
2899,-9.1733,0,47,0.1443,0.003466
2900,-9.4292,0,47,0.144,0.009391
2901,-9.68,0,47,0.1436,0.003908
2902,-8.5067,0,49,0.1433,0.008048
2903,-7.7992,0,47,0.1429,0.00795
2904,-6.7392,0,47,0.1426,0.006158
2905,-7.1483,0,58,0.1422,0.006881
2906,-8.5933,0,41,0.1419,0.008644
2907,-9.08,0,47,0.1416,0.006369
2908,-7.7458,0,47,0.1412,0.006527
2909,-9.63,0,46,0.1409,0.005753
2910,-8.4825,0,47,0.1406,0.011044
2911,-8.0025,0,47,0.1402,0.005081
2912,-0.6275,1,216,0.1387,0.008607
2913,-8.0508,0,47,0.1384,0.006802
2914,-9.6508,0,43,0.1381,0.010975
2915,-9.63,0,47,0.1378,0.008844
2916,-4.2408,1,101,0.1371,0.012696
2917,-8.5208,0,47,0.1368,0.007227
2918,-8.0242,0,47,0.1365,0.0155
2919,-9.65,0,47,0.1361,0.008568
2920,-6.3025,0,63,0.1357,0.008128
2921,-9.1992,0,47,0.1354,0.005184
2922,-4.425,1,93,0.1348,0.012975
2923,-9.0075,0,49,0.1344,0.014965
2924,-2.9117,1,131,0.1336,0.009188
2925,-7.3533,0,57,0.1332,0.01309
2926,-9.6058,0,47,0.1329,0.004655
2927,-5.8967,0,60,0.1325,0.01343
2928,-6.2658,0,65,0.132,0.006524
2929,-9.1242,0,47,0.1317,0.011474
2930,-8.7417,0,47,0.1314,0.005813
2931,-8.1017,0,47,0.1311,0.012411
2932,-9.65,0,47,0.1308,0.009726
2933,-6.2533,0,52,0.1305,0.009132
2934,-9.69,0,47,0.1302,0.012814
2935,-6.1867,0,51,0.1298,0.014047
2936,-8.725,0,47,0.1295,0.010755
2937,-9.67,0,47,0.1292,0.007341
2938,-8.675,0,47,0.1289,0.007738
2939,-9.5408,0,47,0.1286,0.012457
2940,-9.64,0,47,0.1283,0.010246
2941,-4.5167,1,93,0.1277,0.010125
2942,-9.67,0,47,0.1274,0.010783
2943,-5.5133,1,69,0.127,0.011383
2944,-5.9483,1,70,0.1265,0.012059
2945,-7.6808,0,47,0.1262,0.008495
2946,-9.65,0,47,0.1259,0.007775
2947,-8.0717,0,47,0.1256,0.01769
2948,-6.695,0,58,0.1253,0.010642
2949,-6.4417,0,61,0.1249,0.007267
2950,-8.0233,0,47,0.1246,0.011847
2951,-9.2967,0,47,0.1243,0.016482
2952,-4.775,1,124,0.1235,0.012742
2953,-9.635,0,47,0.1232,0.008446
2954,-9.55,0,47,0.123,0.011973
2955,-8.4683,0,47,0.1227,0.013332
2956,-9.5867,0,47,0.1224,0.012901
2957,-8.575,0,47,0.1221,0.007595
2958,-8.2567,0,47,0.1218,0.012958
2959,-7.9167,0,48,0.1215,0.01272
2960,-9.6067,0,47,0.1212,0.014614
2961,-6.8167,0,49,0.1209,0.010152
2962,-4.2525,1,113,0.1203,0.013408
2963,-4.3,1,95,0.1197,0.008694
2964,-9.5767,0,47,0.1194,0.011917
2965,2.4125,2,272,0.1178,0.012516
2966,-8.625,0,47,0.1175,0.005239
2967,-8.3242,0,47,0.1172,0.010196
2968,-5.2258,1,67,0.1168,0.014841
2969,-8.4817,0,47,0.1166,0.009992
2970,-9.56,0,47,0.1163,0.014029
2971,-9.61,0,47,0.116,0.016709
2972,-8.7492,0,41,0.1158,0.012235
2973,-8.6908,0,47,0.1155,0.014234
2974,-7.0308,0,61,0.1152,0.01467
2975,-8.3708,0,47,0.1149,0.010054
2976,-9.64,0,47,0.1146,0.017592
2977,-2.0442,1,195,0.1135,0.012843
2978,-8.5542,0,47,0.1132,0.011691
2979,-9.3083,0,47,0.113,0.009166
2980,-8.4092,0,46,0.1127,0.012784
2981,-7.765,0,47,0.1125,0.011339
2982,-5.9675,0,57,0.1121,0.014425
2983,-5.0492,1,121,0.1115,0.014491
2984,-5.6925,0,65,0.1111,0.009881
2985,-9.7,0,47,0.1108,0.012505
2986,-7.2667,0,53,0.1105,0.014909
2987,-9.12,0,47,0.1103,0.011985
2988,-1.9625,1,197,0.1092,0.01113
2989,-4.7667,1,131,0.1085,0.01083
2990,-0.2017,1,197,0.1074,0.009922
2991,-9.66,0,47,0.1072,0.015277
2992,2.3717,1,214,0.106,0.014828
2993,-8.0758,0,47,0.1058,0.00845
2994,-8.25,0,47,0.1055,0.007128
2995,-7.5975,0,47,0.1053,0.013954
2996,-5.5842,0,61,0.105,0.017789
2997,-9.66,0,47,0.1047,0.007766
2998,-3.3983,1,128,0.1041,0.013004
2999,-6.0925,0,65,0.1037,0.013991
3000,-8.565,0,42,0.1035,0.0145
3001,-3.8567,1,70,0.1031,0.019987
3002,6.2342,2,310,0.1015,0.012955
3003,-9.65,0,47,0.1013,0.012184
3004,-9.56,0,47,0.1011,0.015375
3005,-4.555,1,147,0.1003,0.011916
3006,-5.3292,1,67,0.1,0.010457
3007,-7.2908,0,59,0.0997,0.012291
3008,-2.505,1,161,0.0989,0.014217
3009,-2.3758,1,151,0.0982,0.016749
3010,-9.61,0,47,0.0979,0.012363
3011,-4.8092,1,107,0.0974,0.016787
3012,-9.61,0,47,0.0972,0.009351
3013,-8.4692,0,47,0.097,0.00979
3014,7.0,2,320,0.0954,0.016816
3015,-7.8042,0,54,0.0952,0.010184
3016,-3.8942,1,69,0.0948,0.019506
3017,-3.8567,1,91,0.0944,0.009492
3018,-7.705,0,47,0.0942,0.012845
3019,-9.0058,0,47,0.094,0.012685
3020,-3.7575,1,112,0.0934,0.013709
3021,-8.1283,0,47,0.0932,0.008066
3022,-4.1083,1,67,0.0929,0.013905
3023,-9.6142,0,47,0.0927,0.011628
3024,-9.66,0,47,0.0925,0.014909
3025,0.7808,1,199,0.0915,0.013147
3026,-4.395,1,88,0.0911,0.012502
3027,-9.63,0,47,0.0909,0.014252
3028,-9.67,0,47,0.0907,0.011299
3029,-0.8875,1,197,0.0898,0.016499
3030,-2.9833,1,101,0.0894,0.015775
3031,-8.2058,0,47,0.0892,0.010478
3032,-2.0242,1,197,0.0883,0.015702
3033,-7.6017,0,52,0.0881,0.013716
3034,-5.5925,0,61,0.0878,0.011499
3035,-9.74,0,47,0.0876,0.018099
3036,-5.925,1,131,0.087,0.014186
3037,-7.0417,0,56,0.0868,0.015382
3038,-8.0092,0,49,0.0866,0.01541
3039,-8.5625,0,47,0.0864,0.01947
3040,-1.9492,1,137,0.0858,0.012343
3041,-7.5208,0,47,0.0856,0.012621
3042,-7.8808,0,46,0.0854,0.019544
3043,-7.4817,0,54,0.0851,0.017718
3044,-4.0625,1,181,0.0844,0.013801
3045,-7.775,0,47,0.0842,0.015583
3046,-7.9083,0,47,0.084,0.013367
3047,-0.0158,1,197,0.0832,0.019084
3048,-9.68,0,47,0.083,0.017952
3049,-9.3767,0,47,0.0828,0.019863
3050,-9.4475,0,47,0.0826,0.020307
3051,-7.3858,0,50,0.0824,0.020643
3052,-4.7733,1,121,0.0819,0.016317
3053,-7.6483,0,47,0.0817,0.016595
3054,-9.365,0,47,0.0815,0.012232
3055,-0.405,1,138,0.0809,0.015058
3056,-3.5817,1,136,0.0804,0.014899
3057,-9.67,0,44,0.0802,0.014853
3058,-4.1817,1,125,0.0797,0.019734
3059,-8.5683,0,47,0.0795,0.02028
3060,-9.63,0,47,0.0793,0.014486
3061,0.205,1,197,0.0785,0.01346
3062,-1.4392,1,197,0.0778,0.018855
3063,-4.3408,1,100,0.0774,0.013534
3064,-9.7,0,47,0.0772,0.011805
3065,-2.8042,1,161,0.0766,0.015427
3066,-2.5642,1,197,0.0758,0.016594
3067,-7.8775,0,53,0.0756,0.023148
3068,-6.0642,0,57,0.0754,0.010206
3069,-2.8708,1,187,0.0747,0.014261
3070,-9.65,0,47,0.0745,0.019327
3071,-4.8942,0,65,0.0743,0.01716
3072,-9.4867,0,47,0.0741,0.01391
3073,-8.2575,0,51,0.0739,0.019706
3074,-8.5917,0,47,0.0738,0.018951
3075,-1.4292,1,186,0.0731,0.017053
3076,0.79,1,217,0.0723,0.015451
3077,-8.7742,0,47,0.0721,0.015679
3078,-8.01,0,49,0.0719,0.015242
3079,-2.3408,1,107,0.0716,0.017737
3080,-8.715,0,47,0.0714,0.014944
3081,1.7692,1,214,0.0706,0.019567
3082,-7.3792,0,47,0.0705,0.021972
3083,-2.9317,1,187,0.0698,0.017008
3084,-1.8025,1,196,0.0691,0.017125
3085,2.09,1,215,0.0684,0.017247
3086,-9.66,0,47,0.0682,0.015415
3087,-6.3617,0,64,0.068,0.0125
3088,-8.3575,0,47,0.0679,0.01242
3089,-7.8008,0,47,0.0677,0.015758
3090,-8.3175,0,48,0.0675,0.021658
3091,-3.5775,1,118,0.0671,0.017772
3092,-6.6008,1,68,0.0669,0.016104
3093,-7.045,0,47,0.0668,0.020153
3094,-0.51,1,141,0.0663,0.017666
3095,-6.0783,0,57,0.0661,0.019243
3096,-8.1642,0,47,0.0659,0.016736
3097,-1.7283,1,197,0.0653,0.018134
3098,-3.9908,1,148,0.0648,0.016402
3099,-5.1858,1,69,0.0646,0.020576
3100,-9.68,0,47,0.0644,0.019748
3101,0.1983,1,199,0.0638,0.016796
3102,-8.5258,0,47,0.0636,0.021931
3103,8.1225,2,348,0.0626,0.019366
3104,-2.2208,1,197,0.0619,0.015066
3105,24.8108,4,650,0.06,0.017795
3106,-7.8,0,47,0.0598,0.01761
3107,-7.1092,0,66,0.0596,0.025064
3108,-0.35,1,197,0.059,0.020176
3109,-6.6267,1,68,0.0588,0.01469
3110,-6.86,0,49,0.0587,0.015116
3111,-4.0267,1,112,0.0584,0.015066
3112,-6.74,0,47,0.0582,0.014927
3113,-8.635,0,47,0.0581,0.018848
3114,17.425,3,499,0.0567,0.017276
3115,0.4025,1,197,0.0561,0.017268
3116,11.4658,2,348,0.0551,0.015926
3117,-6.6833,0,61,0.055,0.018105
3118,-2.2558,1,197,0.0544,0.015409
3119,9.5142,2,347,0.0535,0.017411
3120,32.2583,4,650,0.0518,0.017923
3121,-7.2925,0,47,0.0517,0.018408
3122,10.5408,3,499,0.0504,0.018524
3123,-9.5192,0,47,0.0503,0.01809
3124,-0.6433,1,214,0.05,0.016649
3125,18.1442,3,499,0.05,0.017186
3126,0.1625,1,166,0.05,0.015721
3127,-8.1817,0,58,0.05,0.014889
3128,-3.8517,1,68,0.05,0.017304
3129,25.3125,4,650,0.05,0.018642
3130,7.4467,2,259,0.05,0.017802
3131,19.755,3,499,0.05,0.019447
3132,-9.61,0,47,0.05,0.021394
3133,3.8533,1,200,0.05,0.015167
3134,14.3825,3,402,0.05,0.019501
3135,4.6092,1,216,0.05,0.017481
3136,-1.9742,1,200,0.05,0.019438
3137,-0.2258,1,197,0.05,0.01515
3138,-5.08,0,65,0.05,0.022629
3139,7.3217,2,251,0.05,0.020145
3140,-1.8192,1,197,0.05,0.015429
3141,-7.63,0,65,0.05,0.018585
3142,15.4025,3,499,0.05,0.018833
3143,2.0225,1,203,0.05,0.018747
3144,-9.2217,0,47,0.05,0.0248
3145,-8.3867,0,60,0.05,0.019553
3146,-4.1858,1,68,0.05,0.021186
3147,-5.6008,0,66,0.05,0.014703
3148,2.8117,2,254,0.05,0.021039
3149,-9.65,0,47,0.05,0.026654
3150,-7.3475,0,59,0.05,0.022985
3151,-6.9333,0,66,0.05,0.018993
3152,13.5483,2,348,0.05,0.019043
3153,-3.9475,1,135,0.05,0.019037
3154,-7.5125,0,50,0.05,0.018475
3155,0.3583,1,192,0.05,0.021715
3156,-7.8425,0,47,0.05,0.016031
3157,-4.5517,1,70,0.05,0.016854
3158,20.0033,3,499,0.05,0.019207
3159,-7.2767,0,56,0.05,0.02311
3160,8.62,2,292,0.05,0.019901
3161,3.7658,2,266,0.05,0.020663
3162,6.8375,2,366,0.05,0.019854
3163,5.9992,2,348,0.05,0.019213
3164,-4.2125,1,197,0.05,0.018073
3165,-8.3517,0,47,0.05,0.023732
3166,-4.0975,1,68,0.05,0.019799
3167,-8.7283,0,47,0.05,0.021738
3168,-7.2833,0,47,0.05,0.025849
3169,-0.4325,1,197,0.05,0.019253
3170,14.7408,3,386,0.05,0.016913
3171,13.9892,3,428,0.05,0.020345
3172,-0.6192,1,197,0.05,0.021884
3173,15.2333,3,446,0.05,0.018747
3174,8.565,2,365,0.05,0.019699
3175,14.3483,3,372,0.05,0.021036
3176,26.5508,4,590,0.05,0.018095
3177,0.7025,1,197,0.05,0.016322
3178,8.0642,2,348,0.05,0.016363
3179,8.2367,2,348,0.05,0.020023
3180,-9.1742,0,47,0.05,0.021535
3181,-1.6775,1,197,0.05,0.018397
3182,4.4017,1,203,0.05,0.018532
3183,-1.855,1,136,0.05,0.018875
3184,-0.0717,1,154,0.05,0.022889
3185,1.815,1,197,0.05,0.023641
3186,13.8633,3,499,0.05,0.017467
3187,-8.3342,0,47,0.05,0.020659
3188,-8.6408,0,51,0.05,0.019309
3189,24.365,4,576,0.05,0.018734
3190,12.0675,2,365,0.05,0.020166
3191,-2.48,1,134,0.05,0.023602
3192,-4.845,1,91,0.05,0.022057
3193,4.3833,2,219,0.05,0.01995
3194,-5.6992,1,68,0.05,0.019074
3195,-2.3358,1,197,0.05,0.017068
3196,-8.5875,0,47,0.05,0.015565
3197,2.2,1,197,0.05,0.019544
3198,7.8267,2,348,0.05,0.019
3199,-5.7425,0,55,0.05,0.029996
3200,-8.6058,0,47,0.05,0.01595
3201,-0.5867,1,197,0.05,0.016027
3202,-9.55,0,47,0.05,0.022462
3203,15.0733,3,499,0.05,0.018386
3204,8.9117,2,348,0.05,0.021901
3205,-1.7783,1,197,0.05,0.021063
3206,17.9875,3,399,0.05,0.018912
3207,-3.01,1,98,0.05,0.01933
3208,2.7117,1,206,0.05,0.018424
3209,1.8025,1,164,0.05,0.018942
3210,3.645,1,184,0.05,0.019279
3211,2.5708,1,197,0.05,0.021586
3212,3.345,1,205,0.05,0.020809
3213,6.6767,2,287,0.05,0.018751
3214,3.5375,2,219,0.05,0.020239
3215,-5.8925,1,67,0.05,0.019283
3216,-7.9608,0,48,0.05,0.017451
3217,21.4058,3,513,0.05,0.022612
3218,-0.0892,1,197,0.05,0.023738
3219,-3.95,1,68,0.05,0.01352
3220,-8.5933,0,47,0.05,0.018169
3221,-7.465,0,56,0.05,0.016144
3222,-8.0725,0,47,0.05,0.020632
3223,-5.6833,1,68,0.05,0.029042
3224,31.6633,4,650,0.05,0.019908
3225,-8.5617,0,47,0.05,0.018003
3226,23.2258,3,499,0.05,0.019113
3227,11.4658,2,348,0.05,0.020394
3228,-7.6825,0,47,0.05,0.023947
3229,-2.9875,1,136,0.05,0.021073
3230,-8.65,0,53,0.05,0.015363
3231,-2.3733,1,146,0.05,0.019383
3232,0.3108,1,197,0.05,0.017825
3233,-6.44,0,52,0.05,0.014177
3234,8.1892,2,317,0.05,0.021945
3235,-9.55,0,47,0.05,0.021737
3236,-7.36,0,50,0.05,0.017442
3237,-1.53,1,197,0.05,0.02282
3238,-1.25,1,197,0.05,0.020089
3239,-3.9708,1,68,0.05,0.014771
3240,-9.57,0,47,0.05,0.017956
3241,-7.9383,0,47,0.05,0.030938
3242,12.095,3,499,0.05,0.02016
3243,8.6092,2,310,0.05,0.0222
3244,-6.3325,0,65,0.05,0.01832
3245,6.74,2,303,0.05,0.018055
3246,4.7717,2,247,0.05,0.020239
3247,-8.5492,0,47,0.05,0.020062
